"term","country","topic"
"3843","Bryson DeChambeau","United States of America","Sports"
"3844","Dan Hurley","United States of America","Sports"
"3845","Dalton Knecht","United States of America","Sports"
"3846","Edmonton Oilers","United States of America","Sports"
"3847","Earthquake","United States of America","Sports"
"3848","Fever vs Sky","United States of America","Sports"
"3849","Fever vs Mystics","United States of America","Sports"
"3850","France vs Netherlands","United States of America","Sports"
"3851","F1","United States of America","Sports"
"3852","Indiana Fever","United States of America","Sports"
"3853","Iga Swiatek","United States of America","Sports"
"3854","John Force","United States of America","Sports"
"3855","Josh Giddey","United States of America","Sports"
"3856","Kyle Filipowski","United States of America","Sports"
"3857","Lakers","United States of America","Sports"
"3858","Luka Doncic","United States of America","Sports"
"3859","Mikal Bridges","United States of America","Sports"
"3860","Mookie Betts injury","United States of America","Sports"
"3861","Mexico","United States of America","Sports"
"3862","NBA","United States of America","Sports"
"3863","NHL","United States of America","Sports"
"3864","Oilers","United States of America","Sports"
"3865","Real Madrid","United States of America","Sports"
"3866","F1","United States of America","Sports"
"3867","Berkshire Hathaway stock","United States of America","Economy"
"3868","Nvidia stock","United States of America","Economy"
"3869","GME stock","United States of America","Economy"
"3870","Euros 2024","United States of America","Economy"
"3871","Justin Timberlake","United States of America","Music"
"3872","Chappell Roan","United States of America","Music"
"3873","Crazy Town","United States of America","Music"
"3874","Apple","United States of America","Science & Technology"
"3875","Calculator","United States of America","Science & Technology"
"3876","Quantum","United States of America","Science & Technology"
"3877","Nvidia","United States of America","Science & Technology"
"3878","Flying spiders","United States of America","Science & Technology"
"3879","H5N2 avian influenza","United States of America","Health & Medicine"
"3880","Fauci","United States of America","Health & Medicine"
"3881","Bronny","United States of America","Health & Medicine"
"3882","Gordon Ramsay bike accident","United States of America","Health & Medicine"
"3883","Earthquake","United States of America","Environment"
"3884","Juneteenth","United States of America","Education"
"3885","Nvidia stock","United States of America","Business & Finance"
"3886","Berkshire Hathaway stock","United States of America","Business & Finance"
"3887","GME stock","United States of America","Business & Finance"
"3888","Juneteenth","United States of America","Culture & Society"
"3889","Amanda Knox","United States of America","Culture & Society"
"3890","Dragon boat festival","United States of America","Culture & Society"
"3891","D-Day","United States of America","Culture & Society"
"3892","Cyndi Lauper","United States of America","Culture & Society"
"3893","Hit Man movie","United States of America","Entertainment"
"3894","Bridgerton season 3 part 2","United States of America","Entertainment"
"3895","House of the Dragon","United States of America","Entertainment"
"3896","Hunger Games","United States of America","Entertainment"
"3897","Ozzy Osbourne","United States of America","Entertainment"
"3898","Donald Sutherland","United States of America","Entertainment"
"3899","Dragon boat festival","United States of America","Travel & Tourism"
"3900","Joey Chestnut","United States of America","Food & Drink"
"3901","Gordon Ramsay bike accident","United States of America","Lifestyle"
"3902","Kate Middleton","United States of America","Lifestyle"
"3903","Juneteenth","United States of America","Lifestyle"
"3904","Chánh Văn phòng Trung ương Đảng","Vietnam","Politics"
"3905","Scottie Scheffler","United States of America","Sports"
"3906","Sky vs Fever","United States of America","Sports"
"3907","Stanley Cup Finals","United States of America","Sports"
"3908","Tennessee baseball","United States of America","Sports"
"3909","Texas A&M baseball","United States of America","Sports"
"3910","Travis Kelce","United States of America","Sports"
"3911","Türkiye vs Portugal","United States of America","Sports"
"3912","U.S. Open","United States of America","Sports"
"3913","UFC","United States of America","Sports"
"3914","USA vs Bolivia","United States of America","Sports"
"3915","USA vs Colombia","United States of America","Sports"
"3916","USA vs Panama","United States of America","Sports"
"3917","Wilder vs Zhang","United States of America","Sports"
"3918","Willie Mays","United States of America","Sports"
"3919","Albania đấu với Tây Ban Nha","Vietnam","Sports"
"3920","Anh","Vietnam","Sports"
"3921","Anh vs Đan Mạch","Vietnam","Sports"
"3922","Anh với Serbia","Vietnam","Sports"
"3923","Anh đấu với Iceland","Vietnam","Sports"
"3924","Anh đấu với Slovenia","Vietnam","Sports"
"3925","Argentina","Vietnam","Sports"
"3926","Argentina đấu với Canada","Vietnam","Sports"
"3927","Ba Lan và Áo","Vietnam","Sports"
"3928","Bang xep hang EURO","Vietnam","Sports"
"3929","Bang xep hang euro","Vietnam","Sports"
"3930","Brasil đấu với Costa Rica","Vietnam","Sports"
"3931","Bóng đá Euro","Vietnam","Sports"
"3932","Bóng đá Việt Nam","Vietnam","Sports"
"3933","Bóng đá hôm nay","Vietnam","Sports"
"3934","Bỉ vs","Vietnam","Sports"
"3935","Bỉ vs Romania","Vietnam","Sports"
"3936","Bỉ và Slovakia","Vietnam","Sports"
"3937","Bỉ với Slovakia","Vietnam","Sports"
"3938","Bồ Đào Nha Thổ Nhĩ Kỳ","Vietnam","Sports"
"3939","Bồ Đào Nha đấu với Croatia","Vietnam","Sports"
"3940","Bồ Đào Nha đấu với Ireland","Vietnam","Sports"
"3941","Bồ Đào Nha đấu với Phần Lan","Vietnam","Sports"
"3942","Bồ Đào Nha đấu với Séc","Vietnam","Sports"
"3943","Bồ-đào-nha-vs","Vietnam","Sports"
"3944","Carlos Alcaraz","Vietnam","Sports"
"3945","Chile đấu với Argentina","Vietnam","Sports"
"3946","Croatia vs Albania","Vietnam","Sports"
"3947","Croatia đấu với Ý","Vietnam","Sports"
"3948","Dortmund – Real Madrid","Vietnam","Sports"
"3949","Ecuador vs Jamaica","Vietnam","Sports"
"3950","Euro","Vietnam","Sports"
"3951","FC Mobile","Vietnam","Sports"
"3952","Gruzia đấu với Bồ Đào Nha","Vietnam","Sports"
"3953","Hungary vs Scotland","Vietnam","Sports"
"3954","Hungary vs Thụy Sĩ","Vietnam","Sports"
"3955","Shoes","United States of America","Lifestyle"
"3956","Châu Bùi","Vietnam","Lifestyle"
"3957","Simon Cowell","United States of America","Entertainment"
"3958","The Bear","United States of America","Entertainment"
"3959","The Boys","United States of America","Entertainment"
"3960","Tony Awards 2024","United States of America","Entertainment"
"3961","Wheel of Fortune","United States of America","Entertainment"
"3962","Young Thug","United States of America","Entertainment"
"3963","Hoa hậu Ý Nhi","Vietnam","Entertainment"
"3964","Câu chuyện hoa hồng","Vietnam","Entertainment"
"3965","SpaceX","United States of America","Science & Technology"
"3966","Starliner launch","United States of America","Science & Technology"
"3967","iOS 18","United States of America","Science & Technology"
"3968","Strawberry Moon","United States of America","Culture & Society"
"3969","Summer solstice","United States of America","Culture & Society"
"3970","Summer solstice 2024","United States of America","Culture & Society"
"3971","Simon Cowell","United States of America","Entertainment"
"3972","The Bear","United States of America","Entertainment"
"3973","The Boys","United States of America","Entertainment"
"3974","Tony Awards 2024","United States of America","Entertainment"
"3975","Wheel of Fortune","United States of America","Entertainment"
"3976","Young Thug","United States of America","Entertainment"
"3977","Hoa hậu Ý Nhi","Vietnam","Entertainment"
"3978","Câu chuyện hoa hồng","Vietnam","Entertainment"
"3979","Giá vàng SJC","Vietnam","Economy"
"3980","Warren Buffett","United States of America","Business & Finance"
"3981","Shoes","United States of America","Lifestyle"
"3982","Châu Bùi","Vietnam","Lifestyle"
"3983","Simon Cowell","United States of America","Entertainment"
"3984","The Bear","United States of America","Entertainment"
"3985","The Boys","United States of America","Entertainment"
"3986","Tony Awards 2024","United States of America","Entertainment"
"3987","Wheel of Fortune","United States of America","Entertainment"
"3988","Young Thug","United States of America","Entertainment"
"3989","Hoa hậu Ý Nhi","Vietnam","Entertainment"
"3990","Câu chuyện hoa hồng","Vietnam","Entertainment"
"3991","Strawberry Moon","United States of America","Culture & Society"
"3992","Summer solstice","United States of America","Culture & Society"
"3993","Summer solstice 2024","United States of America","Culture & Society"
"3994","Putin","Vietnam","Politics"
"3995","Putin thăm Việt Nam","Vietnam","Politics"
"3996","Ukraine","Vietnam","Politics"
"3997","Trịnh Văn Quyết","Vietnam","Politics"
"3998","Hungary – Thụy Sĩ","Vietnam","Sports"
"3999","Hà Lan vs Canada","Vietnam","Sports"
"4000","Hà Lan vs Iceland","Vietnam","Sports"
"4001","Hà Lan vs balan","Vietnam","Sports"
"4002","Hà Lan vs Áo","Vietnam","Sports"
"4003","Indonesia đấu với Iraq","Vietnam","Sports"
"4004","Indonesia đấu với Philippines","Vietnam","Sports"
"4005","Iraq đấu với Việt Nam","Vietnam","Sports"
"4006","Lịch thi đấu EURO","Vietnam","Sports"
"4007","Lịch EURO 18/6","Vietnam","Sports"
"4008","Pháp vs Hà Lan","Vietnam","Sports"
"4009","Pháp vs Áo","Vietnam","Sports"
"4010","Pháp đấu với Ba Lan","Vietnam","Sports"
"4011","Scotland Hungary","Vietnam","Sports"
"4012","Slovakia vs Romania","Vietnam","Sports"
"4013","Thuỵ Sĩ vs Scotland","Vietnam","Sports"
"4014","Thuỵ Sĩ đấu với Đức","Vietnam","Sports"
"4015","Trung Quốc đấu với Thái Lan","Vietnam","Sports"
"4016","Tây Ban Nha đấu với Bắc Ireland","Vietnam","Sports"
"4017","Tây Ban Nha đấu với Ý","Vietnam","Sports"
"4018","Tỷ số Đức vs Hungary","Vietnam","Sports"
"4019","Tỷ số Ba Lan Hà Lan","Vietnam","Sports"
"4020","U19 Việt Nam","Vietnam","Sports"
"4021","Ukraine vs Romania","Vietnam","Sports"
"4022","Ukraine vs Slovakia","Vietnam","Sports"
"4023","Venezuela đấu với Mexico","Vietnam","Sports"
"4024","Vietnam vs Philippines","Vietnam","Sports"
"4025","Việt Nam vs Philippines","Vietnam","Sports"
"4026","Việt Nam đấu với Philippines","Vietnam","Sports"
"4027","Trực tiếp bóng đá","Vietnam","Sports"
"4028","Trực tiếp bóng đá hôm nay","Vietnam","Sports"
"4029","Đan Mạch Slovenia","Vietnam","Sports"
"4030","Đan Mạch vs Serbia","Vietnam","Sports"
"4031","Đức vs Scotland","Vietnam","Sports"
"4032","Đức vs Thuỵ Sĩ","Vietnam","Sports"
"4033","Đức đấu với Hungary","Vietnam","Sports"
"4034","Trạm cứu hộ trái tim tập 37","Vietnam","Health & Medicine"
"4035","Trạm cứu hộ trái tim tập 40","Vietnam","Health & Medicine"
"4036","Lịch thi tốt nghiệp THPT","Vietnam","Education"
"4037","Tra cứu điểm thi tuyển sinh lớp 10","Vietnam","Education"
"4038","Tra cứu điểm thi tuyển sinh lớp 10 TPHCM","Vietnam","Education"
"4039","Đáp án Toán THPT quốc gia 2024","Vietnam","Education"
"4040","Đáp án đề thi tuyển sinh lớp 10 môn Toán","Vietnam","Education"
"4041","Đề Toán tuyển sinh 10 năm 2024","Vietnam","Education"
"4042","Đề thi ngữ văn tuyển sinh lớp 10 Năm 2024","Vietnam","Education"
"4043","Đề thi văn vào 10 năm 2024 Hà Nội","Vietnam","Education"
"4044","Mario","Vietnam","Entertainment"
"4045","Sonic","Vietnam","Entertainment"
"4046","Ngày Gia đình Việt Nam","Vietnam","Culture & Society"
"4047","Tết Đoan Ngọ","Vietnam","Culture & Society"
"4048","iOS 18","Vietnam","Science & Technology"
"4049","Mưa sao băng","Vietnam","Environment"
"4050","Sét đánh xuống Hà Nội","Vietnam","Environment"
"4051","Salon tóc 1900","Vietnam","Lifestyle"
"4052","Đừng làm trái tim anh đau","Vietnam","Lifestyle"
"4053","Nhà báo Huy Đức","Vietnam","Business & Finance"
"4054","Đỗ Thị Ánh Nguyệt","Vietnam","Business & Finance"
"4055","Shark","Vietnam","Music"
"4056","Lịch bắn pháo hoa Đà Nẵng","Vietnam","Travel & Tourism"
